extreme_rf_points,extreme_rf_points_dec
[0.00459735 0.0560682  1.         1.        ],"[0.000479   0.00029658 0.00048932 0.00039877 0.00039135 0.0005784
 0.00039199 0.00038817 0.00039178 0.0003004  0.00039714 0.00029591
 0.00029771 0.00030112 0.0003062  0.00029568 0.00038819 0.00048439
 0.00048719 0.00030201 0.0003954  0.00038904 0.00030003 0.00029679
 0.00039029 0.00030065 0.0002997  0.00048421 0.00048488 0.00048474
 0.00039119 0.00029491 0.00048455 0.00029517 0.00048335 0.00030291
 0.00057782 0.00049181 0.00048343 0.00048573 0.00029827 0.000308
 0.00048628 0.00029649 0.0003866  0.00039718 0.00048837 0.00029119
 0.00029793 0.00038973 0.00029763 0.00039102 0.00048666 0.0004921
 0.00030028 0.00039011 0.00030098 0.00029702 0.00039723 0.00039143
 0.00030093 0.00048622 0.00030349 0.00048268 0.00030023 0.00039132
 0.00030447 0.00030182 0.00048389 0.0003881  0.00038706 0.00039049
 0.00029507 0.00029711 0.00049541 0.00029651 0.00029616 0.00039052
 0.00048573 0.0002972  0.00029877 0.00029989 0.00029612 0.00039128
 0.00048234 0.00029743 0.00057984 0.00038941 0.00029894 0.00057966
 0.00057755 0.00038621 0.0002977  0.00039102 0.00048753 0.00048344
 0.00029731 0.00057253 0.00048939 0.00038444]"
[2.31423535e-03 7.67650452e+00 1.00000000e+00 1.39800000e-01],"[0.00030736 0.00040088 0.00051011 0.00021414 0.00038291 0.00039264
 0.00038552 0.00037536 0.0003829  0.00021495 0.00026561 0.00037301
 0.00038671 0.00048223 0.00048743 0.00035212 0.00029438 0.00042747
 0.00037197 0.00038103 0.0002094  0.00021416 0.00041021 0.00029507
 0.00036436 0.00037874 0.0003303  0.00040798 0.00029317 0.00033388
 0.00031144 0.00030842 0.00032416 0.000308   0.00030536 0.0003041
 0.00026759 0.00029535 0.00039084 0.00030019 0.00031561 0.00020594
 0.00019975 0.00029139 0.00020006 0.00040704 0.00030954 0.00032018
 0.0003459  0.00030631 0.00030888 0.00020777 0.00038555 0.00030923
 0.00040966 0.00039099 0.00029656 0.00040198 0.00032155 0.00039759
 0.00040905 0.00020429 0.00033476 0.00023192 0.00036091 0.0004838
 0.00030205 0.00020046 0.00038532 0.00027357 0.0003016  0.00029795
 0.00031853 0.00039893 0.00030311 0.00032432 0.00031022 0.00029483
 0.00031016 0.0002025  0.00028814 0.00020419 0.00028394 0.00048074
 0.00037731 0.00026423 0.00029758 0.00039038 0.00037242 0.00028607
 0.00031802 0.00037945 0.00031188 0.00034816 0.00029521 0.00039347
 0.00039032 0.00038823 0.00035821 0.00031813]"
[0.0044501  0.09553704 1.         1.        ],"[0.00029449 0.00039189 0.00062273 0.00057184 0.00029449 0.00034959
 0.00029481 0.00068305 0.00058565 0.00029449 0.00048871 0.00063263
 0.00065279 0.00058565 0.00068305 0.00049812 0.00067543 0.00058565
 0.00054054 0.00046058 0.00034665 0.00052531 0.00036647 0.00048871
 0.00048871 0.00029449 0.00068305 0.00068305 0.00058565 0.00039189
 0.00034519 0.00058612 0.00033965 0.00036839 0.00047596 0.00048871
 0.00068305 0.00058565 0.00029449 0.00048871 0.0005382  0.00068305
 0.00048871 0.00025455 0.00038335 0.00019708 0.00058673 0.00068305
 0.00029449 0.00058565 0.00034176 0.00059299 0.00034874 0.00029449
 0.00046668 0.00034732 0.00029449 0.00058612 0.00058565 0.00058565
 0.00062174 0.00050031 0.00029449 0.00038502 0.00046608 0.00057517
 0.00052353 0.00047392 0.00039194 0.00068305 0.00048871 0.00034262
 0.00029449 0.00058565 0.00053388 0.00058565 0.00068305 0.00063601
 0.00039194 0.00047613 0.00068305 0.00052925 0.00058058 0.00053229
 0.00045477 0.0004384  0.00068305 0.00058279 0.00068305 0.00057464
 0.00048871 0.00052133 0.00048871 0.00058565 0.00058565 0.00025747
 0.00039211 0.00029449 0.00039194 0.00048914]"
[0.01392487 0.05138764 1.         1.        ],"[0.00088758 0.00095593 0.00070169 0.00078433 0.00088694 0.000975
 0.00077948 0.00067294 0.00095679 0.00077035 0.0010277  0.00066669
 0.00099652 0.00103456 0.00087751 0.00086777 0.00075957 0.00090251
 0.00103964 0.00096658 0.00092135 0.00097523 0.00089492 0.00097811
 0.00084011 0.00068084 0.00086185 0.00068953 0.00089157 0.00095845
 0.00086221 0.00093531 0.00097448 0.00105964 0.00078209 0.00087402
 0.00071847 0.00089432 0.00078182 0.00095471 0.00095757 0.0008509
 0.00084197 0.00088089 0.00112351 0.00095638 0.00078486 0.00115319
 0.00079032 0.00068519 0.0005785  0.00095384 0.00095918 0.00095881
 0.00077334 0.00066055 0.00094025 0.00067803 0.00115569 0.00085505
 0.00080397 0.0010526  0.00094904 0.00114547 0.00104989 0.00059061
 0.00078854 0.00080538 0.0008769  0.00078436 0.00078266 0.00085645
 0.00069733 0.00060143 0.00113142 0.001033   0.00061281 0.00121211
 0.00097371 0.00070164 0.00105463 0.0010758  0.00096743 0.0010479
 0.00095804 0.00068214 0.00078848 0.00092959 0.00095032 0.00101911
 0.00103997 0.00058829 0.00112165 0.00105301 0.00078257 0.00107035
 0.00060167 0.00087    0.00096492 0.00097399]"
[0.00267929 0.13326293 1.         1.        ],"[0.00028933 0.000216   0.00010535 0.00021857 0.00038961 0.00021828
 0.0002891  0.00029419 0.00028264 0.00022795 0.00023691 0.00021831
 0.00029892 0.00038503 0.00038985 0.00031158 0.00017166 0.00027361
 0.00021774 0.00026166 0.00020385 0.0002118  0.00039039 0.00028968
 0.00019808 0.00035088 0.00019841 0.0003498  0.00027868 0.00020433
 0.00020868 0.00022258 0.00030346 0.00035999 0.00019933 0.00027968
 0.00037833 0.00028122 0.00020908 0.00028983 0.00029263 0.00021287
 0.00037596 0.00029016 0.00037844 0.00020761 0.00022752 0.00022605
 0.00027945 0.00029304 0.00019782 0.00020623 0.00027949 0.00019827
 0.00021011 0.00029629 0.00024434 0.00022209 0.00038348 0.00038852
 0.00027835 0.00010099 0.00028572 0.00038227 0.00022893 0.00019233
 0.00038213 0.00032163 0.00027783 0.00037486 0.000275   0.00021022
 0.00021188 0.00027891 0.00021475 0.00029649 0.00020579 0.00027261
 0.0003643  0.00022125 0.00028869 0.00010179 0.00026683 0.00029257
 0.00035035 0.00010384 0.00031453 0.00037646 0.00020366 0.00020103
 0.00027887 0.00023984 0.00026047 0.00031639 0.00038075 0.00028222
 0.00029568 0.00038196 0.00028533 0.00037466]"
[0.00101501 0.09924939 1.         1.        ],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[1.45212834e-03 8.02195928e+00 1.00000000e+00 2.34700000e-01],"[0.00029483 0.00019737 0.00019746 0.00029492 0.00029483 0.00019737
 0.00019737 0.00029492 0.00019737 0.00019737 0.00029492 0.00019737
 0.00019737 0.00029492 0.00039239 0.0001     0.00029492 0.0001
 0.00019737 0.00029483 0.00019737 0.00029492 0.00019737 0.00029492
 0.00039239 0.00019737 0.00029483 0.00029483 0.00019737 0.00039239
 0.00019756 0.00029483 0.00029492 0.00019737 0.00029492 0.00029492
 0.00019737 0.00019737 0.00039239 0.00019737 0.00029483 0.00019737
 0.00029492 0.00039239 0.00019746 0.00019737 0.00029483 0.00029483
 0.00019737 0.00019737 0.00029492 0.00019737 0.00029483 0.00029492
 0.00029483 0.00019737 0.00029483 0.00029483 0.00019737 0.00029483
 0.00029492 0.00019737 0.00019737 0.00019737 0.00019737 0.00019737
 0.00029492 0.00019737 0.00039239 0.00019737 0.00019737 0.00019737
 0.00019737 0.00039239 0.00019737 0.00029492 0.00019737 0.00029483
 0.00029492 0.00039239 0.00029492 0.00019737 0.00029492 0.00019737
 0.00029492 0.00029483 0.00019746 0.00029492 0.00019737 0.00039239
 0.00019737 0.00019737 0.00019737 0.0001     0.00029483 0.00019737
 0.00039239 0.00029483 0.00019737 0.00029492]"
[8.25957274e-04 7.10348169e+00 1.00000000e+00 4.32100000e-01],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.00129278 0.08433087 1.         1.        ],"[0.00021061 0.00020146 0.00019746 0.0001     0.0001     0.0001
 0.0001     0.00021029 0.0002011  0.0001     0.00019752 0.00019746
 0.0001     0.00029498 0.00022576 0.0001     0.00021063 0.0001
 0.00029498 0.0001     0.00019746 0.00020312 0.00019746 0.0001
 0.00019746 0.00019746 0.0001     0.0001     0.00029498 0.0001
 0.0002392  0.0001     0.00020897 0.00019746 0.0001     0.00021152
 0.00020884 0.00020235 0.00020461 0.0001     0.0001     0.00019746
 0.0001     0.0001     0.0001     0.00019746 0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.00019746 0.00023107
 0.0002085  0.00020347 0.00029498 0.00019746 0.00029498 0.00020851
 0.00019746 0.00019746 0.0001     0.00019746 0.00019794 0.00020963
 0.00021146 0.00029498 0.00020411 0.0001     0.00020215 0.0001
 0.0001     0.00020365 0.00029498 0.00029498 0.0001     0.00018971
 0.00020672 0.00020557 0.00018958 0.00029498 0.00019752 0.0001
 0.00019746 0.0001     0.00019746 0.00020389 0.0002012  0.00019746
 0.0001     0.00020429 0.0001     0.00028881 0.00020584 0.00021901
 0.0001     0.0001     0.00021027 0.00019746]"
[5.98241163e-04 7.98764255e-02 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.0011188  0.14540158 1.         1.        ],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[7.88401797e-04 4.51524270e-02 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[6.25911734e-04 1.78046124e-01 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.00749288 0.12427987 1.         1.        ],"[0.00078816 0.00101044 0.00114104 0.00106305 0.00080455 0.00125743
 0.00057842 0.00090728 0.00063811 0.00084969 0.00082378 0.00088351
 0.00081485 0.0009014  0.00098866 0.00045265 0.00097298 0.00098814
 0.00083923 0.00117916 0.00096336 0.00077707 0.00066334 0.00060799
 0.00112409 0.00098036 0.00066562 0.00100555 0.00067835 0.00089907
 0.00060948 0.00096453 0.0011072  0.00086783 0.00097379 0.00062235
 0.00076508 0.00086042 0.00057571 0.00105131 0.00044133 0.00079704
 0.00087322 0.00052482 0.00101854 0.00106888 0.00085394 0.00081134
 0.00083906 0.00042914 0.00086109 0.00094073 0.00063606 0.00071513
 0.0005906  0.00106026 0.00061108 0.00093947 0.00067904 0.00099429
 0.0008273  0.00077783 0.00094433 0.00078395 0.00091361 0.00065642
 0.00084935 0.00117942 0.000692   0.00091906 0.0011702  0.00095216
 0.00065777 0.00085246 0.00080656 0.00078658 0.00088478 0.00067783
 0.00083408 0.00105115 0.000975   0.00134766 0.00082579 0.0008339
 0.00113393 0.00089321 0.00074868 0.00092342 0.00085771 0.00086077
 0.00068017 0.00110992 0.0007826  0.00084245 0.00090139 0.00059411
 0.00084649 0.00088925 0.00036259 0.00081843]"
[0.00227467 0.04955818 1.         1.        ],"[0.0001     0.00019745 0.00019745 0.00019745 0.0001     0.0001
 0.0001     0.0001     0.00019745 0.0001     0.00019745 0.00019745
 0.00019745 0.00019745 0.0001     0.0001     0.0001     0.00019745
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.00019745 0.0001     0.00019745 0.00019745
 0.00019745 0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.00019745 0.00019745 0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00019745 0.0001     0.0001     0.00019745 0.0001     0.00019745
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00019745
 0.00019745 0.0001     0.0001     0.00019745 0.0001     0.0001
 0.0001     0.00019745 0.00019745 0.0001     0.00019745 0.0001
 0.0001     0.0001     0.0001     0.0001     0.00019745 0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.00019745 0.00019745 0.00019745 0.0001     0.0001
 0.0001     0.00019745 0.0001     0.00019745 0.0001     0.0001
 0.0001     0.0001     0.00019745 0.0001    ]"
[1.71832556e-03 4.86836948e+00 1.00000000e+00 2.04800000e-01],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[7.30627607e-04 8.28081807e-02 1.00000000e+00 1.00000000e+00],"[0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00019734
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001    ]"
[0.00118275 0.13780709 1.         1.        ],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[4.25263159e-03 6.97317705e+00 1.00000000e+00 2.15800000e-01],"[0.00010392 0.00029501 0.00039409 0.00039232 0.00020413 0.00039209
 0.00010253 0.00029481 0.000295   0.00019928 0.00039209 0.00029479
 0.00039166 0.00029473 0.00039209 0.00029482 0.00029477 0.00038677
 0.00020275 0.00029276 0.00027799 0.00039217 0.00019925 0.00039384
 0.00029473 0.00039254 0.00020163 0.00019746 0.00010527 0.00039446
 0.00020123 0.00019897 0.00029482 0.00039209 0.00029473 0.00029481
 0.00029507 0.00048659 0.00029511 0.0002004  0.00020274 0.00039209
 0.00029165 0.00019881 0.00020026 0.00039209 0.00020044 0.00019991
 0.00020012 0.00039209 0.00010401 0.00039209 0.00048232 0.00020039
 0.00039031 0.00029482 0.00029473 0.00020022 0.00039338 0.00039209
 0.00039087 0.00029567 0.00029482 0.00019979 0.00029481 0.00039209
 0.00020156 0.00029626 0.00038949 0.00039209 0.00020227 0.00038925
 0.00029482 0.00039191 0.00020169 0.00029516 0.00039426 0.00010337
 0.00029482 0.00029557 0.00029534 0.00039209 0.00039209 0.00029515
 0.00019754 0.00038832 0.00029473 0.00038888 0.00010361 0.00039402
 0.00029617 0.00029531 0.00019746 0.00039209 0.00010194 0.00029473
 0.00010302 0.00010303 0.0002004  0.00048696]"
[0.00142459 0.04707511 1.         1.        ],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.0013838  0.16676322 1.         1.        ],"[0.00019753 0.00019753 0.00019753 0.00019753 0.00029485 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00029485 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00029485 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753 0.00019753
 0.00029485 0.0001     0.00019753 0.00019753 0.00019753 0.00019753
 0.0001     0.00019753 0.00029485 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00029485 0.00019753
 0.00019753 0.00019753 0.00019753 0.00019753 0.00029485 0.00029485
 0.00029485 0.00019753 0.00029485 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00029485 0.00019753 0.00019753 0.00019753
 0.00019753 0.00019753 0.00019753 0.0001     0.00019753 0.00019753
 0.00029485 0.00019753 0.00019753 0.00019753]"
[0.00166948 0.17792597 1.         1.        ],"[0.00019755 0.00019755 0.00019755 0.0001     0.00019755 0.00019755
 0.00019755 0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.00019755 0.0001     0.0001     0.0001     0.00019755
 0.00019755 0.0001     0.0001     0.0001     0.00019755 0.00019755
 0.0001     0.0001     0.00019755 0.00019755 0.00019755 0.00019755
 0.00019755 0.00019755 0.00019755 0.0001     0.00019755 0.00019755
 0.00019755 0.0001     0.00019755 0.00019755 0.0001     0.00019755
 0.00019755 0.0001     0.0001     0.00019755 0.0001     0.00019755
 0.00019755 0.0001     0.0001     0.00019755 0.00019755 0.0001
 0.00019755 0.00019755 0.0001     0.00019755 0.00019755 0.0001
 0.00019755 0.00019755 0.00019755 0.00019755 0.0001     0.00019755
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00019755
 0.0001     0.00019755 0.00019755 0.00019755 0.0001     0.0001
 0.0001     0.00019755 0.00019755 0.00019755 0.00019755 0.00019755
 0.00019755 0.00019755 0.00019755 0.00019755 0.0001     0.0001
 0.00019755 0.00019755 0.0001     0.00019755 0.00019755 0.0001
 0.00019755 0.00019755 0.0001     0.0001    ]"
